"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval
	"Bedford city, VA"	"51515"	346	24315	1423.0	793.3	699.2	887.4
	"Bristol city, VA"	"51520"	2848	171907	1656.7	1145.1	1101.2	1188.9
	"Buena Vista city, VA"	"51530"	780	65388	1192.9	948.9	880.5	1017.3
	"Charlottesville city, VA"	"51540"	2776	457795	606.4	745.4	717.2	773.7
	"Chesapeake city, VA"	"51550"	17095	2340853	730.3	776.9	765.1	788.8
	"Colonial Heights city, VA"	"51570"	2403	176320	1362.9	879.1	842.1	916.0
	"Covington city, VA"	"51580"	950	56996	1666.8	1190.7	1112.2	1269.3
	"Danville city, VA"	"51590"	6863	420101	1633.7	1083.6	1056.5	1110.6
	"Emporia city, VA"	"51595"	738	55138	1338.5	977.6	901.9	1053.2
	"Fairfax city, VA"	"51600"	2144	237898	901.2	736.9	705.1	768.7
	"Falls Church city, VA"	"51610"	825	137299	600.9	641.3	596.5	686.1
	"Franklin city, VA"	"51620"	1357	83814	1619.1	1165.3	1100.2	1230.3
	"Fredericksburg city, VA"	"51630"	1899	276721	686.3	782.5	746.9	818.2
	"Galax city, VA"	"51640"	1365	68066	2005.4	1284.5	1212.3	1356.8
	"Hampton city, VA"	"51650"	12338	1359607	907.5	844.7	829.6	859.8
	"Harrisonburg city, VA"	"51660"	2833	520621	544.2	705.6	678.9	732.3
	"Hopewell city, VA"	"51670"	2978	224737	1325.1	1122.5	1081.6	1163.5
	"Lexington city, VA"	"51678"	760	71511	1062.8	899.9	829.6	970.2
	"Lynchburg city, VA"	"51680"	7952	791559	1004.6	864.3	844.6	884.1
	"Manassas city, VA"	"51683"	2219	408986	542.6	763.8	730.5	797.1
	"Manassas Park city, VA"	"51685"	404	159743	252.9	419.0	375.4	462.5
	"Martinsville city, VA"	"51690"	2715	134267	2022.1	1353.7	1300.8	1406.7
	"Newport News city, VA"	"51700"	15034	1807490	831.8	852.9	839.1	866.7
	"Norfolk city, VA"	"51710"	19545	2445809	799.1	915.0	901.9	928.1
	"Norton city, VA"	"51720"	453	39816	1137.7	925.3	838.6	1012.0
	"Petersburg city, VA"	"51730"	4736	320980	1475.5	1217.6	1181.8	1253.3
	"Poquoson city, VA"	"51735"	1121	120989	926.5	737.3	693.3	781.3
	"Portsmouth city, VA"	"51740"	10435	954953	1092.7	973.3	954.3	992.3
	"Radford city, VA"	"51750"	1133	173469	653.1	927.1	872.3	982.0
	"Richmond city, VA"	"51760"	18481	2181733	847.1	842.1	829.7	854.6
	"Roanoke city, VA"	"51770"	11905	987565	1205.5	970.2	952.3	988.1
	"Salem city, VA"	"51775"	3243	253302	1280.3	940.1	907.0	973.2
	"Staunton city, VA"	"51790"	3616	243485	1485.1	951.2	919.0	983.4
	"Suffolk city, VA"	"51800"	7361	878194	838.2	818.3	799.3	837.2
	"Virginia Beach city, VA"	"51810"	30160	4483126	672.7	678.9	671.2	686.7
	"Waynesboro city, VA"	"51820"	2641	217016	1217.0	911.2	875.7	946.6
	"Williamsburg city, VA"	"51830"	921	148723	619.3	590.5	550.6	630.5
	"Winchester city, VA"	"51840"	2651	273348	969.8	819.2	787.6	850.7
	"Adams County, WA"	"53001"	1190	192746	617.4	728.4	686.4	770.3
	"Asotin County, WA"	"53003"	2467	221881	1111.9	728.9	699.0	758.7
	"Benton County, WA"	"53005"	13676	1897658	720.7	692.8	681.0	704.6
	"Chelan County, WA"	"53007"	6825	750923	908.9	672.0	655.7	688.4
	"Clallam County, WA"	"53009"	9753	737730	1322.0	715.4	699.9	731.0
	"Clark County, WA"	"53011"	33094	4563147	725.2	699.8	692.2	707.5
	"Columbia County, WA"	"53013"	555	40113	1383.6	751.0	683.0	818.9
	"Cowlitz County, WA"	"53015"	11197	1045995	1070.5	822.1	806.5	837.7
	"Douglas County, WA"	"53017"	3037	406169	747.7	626.8	604.3	649.4
	"Ferry County, WA"	"53019"	836	76324	1095.3	777.8	721.1	834.4
	"Franklin County, WA"	"53021"	3781	882571	428.4	650.4	628.9	671.8
	"Garfield County, WA"	"53023"	272	22375	1215.6	623.8	543.9	703.6
	"Grant County, WA"	"53025"	6775	934160	725.3	741.5	723.6	759.3
	"Grays Harbor County, WA"	"53027"	8252	723340	1140.8	848.3	829.4	867.2
	"Island County, WA"	"53029"	7132	810719	879.7	595.8	581.4	610.3
	"Jefferson County, WA"	"53031"	3615	306743	1178.5	608.4	585.9	630.9
	"King County, WA"	"53033"	127214	20974516	606.5	593.7	590.3	597.0
	"Kitsap County, WA"	"53035"	21269	2601542	817.6	697.7	688.1	707.3
	"Kittitas County, WA"	"53037"	2992	438142	682.9	631.7	608.5	654.8
	"Klickitat County, WA"	"53039"	1868	212111	880.7	622.2	592.7	651.8
	"Lewis County, WA"	"53041"	8658	768645	1126.4	806.7	789.3	824.2
	"Lincoln County, WA"	"53043"	1139	104963	1085.1	656.8	616.2	697.4
	"Mason County, WA"	"53045"	6551	622964	1051.6	748.2	729.4	767.1
	"Okanogan County, WA"	"53047"	4308	415476	1036.9	765.4	741.7	789.1
	"Pacific County, WA"	"53049"	3109	211714	1468.5	824.2	792.6	855.9
	"Pend Oreille County, WA"	"53051"	1502	131689	1140.6	791.3	748.3	834.3
	"Pierce County, WA"	"53053"	63127	8444790	747.5	747.2	741.3	753.1
	"San Juan County, WA"	"53055"	1403	163343	858.9	473.1	445.4	500.7
	"Skagit County, WA"	"53057"	11649	1220991	954.1	695.0	682.1	708.0
	"Skamania County, WA"	"53059"	869	114697	757.6	595.3	554.0	636.7
	"Snohomish County, WA"	"53061"	51044	7673005	665.2	681.3	675.2	687.3
	"Spokane County, WA"	"53063"	43736	4918031	889.3	770.7	763.4	778.0
	"Stevens County, WA"	"53065"	4444	441588	1006.4	736.2	713.4	758.9
	"Thurston County, WA"	"53067"	21331	2697727	790.7	682.2	672.9	691.5
	"Wahkiakum County, WA"	"53069"	490	41430	1182.7	673.0	604.7	741.3
	"Walla Walla County, WA"	"53071"	5673	600074	945.4	693.0	674.3	711.7
	"Whatcom County, WA"	"53073"	16003	2130189	751.2	646.5	636.3	656.6
	"Whitman County, WA"	"53075"	2629	475825	552.5	671.6	645.3	697.9
	"Yakima County, WA"	"53077"	19339	2483058	778.8	767.5	756.5	778.4
	"Barbour County, WV"	"54001"	1931	166146	1162.2	881.8	841.4	922.1
	"Berkeley County, WV"	"54003"	9792	1112860	879.9	897.1	878.8	915.4
	"Boone County, WV"	"54005"	3244	233434	1389.7	1141.7	1101.3	1182.1
	"Braxton County, WV"	"54007"	1787	143610	1244.3	880.3	838.0	922.6
	"Brooke County, WV"	"54009"	3316	231945	1429.6	911.5	878.9	944.1
	"Cabell County, WV"	"54011"	12411	957146	1296.7	1030.1	1011.5	1048.7
	"Calhoun County, WV"	"54013"	945	74439	1269.5	851.0	794.5	907.5
	"Clay County, WV"	"54015"	1147	89898	1275.9	970.4	912.7	1028.2
	"Doddridge County, WV"	"54017"	809	83289	971.3	771.4	716.6	826.1
	"Fayette County, WV"	"54019"	6453	446603	1444.9	1056.6	1030.0	1083.2
	"Gilmer County, WV"	"54021"	800	84041	951.9	780.0	725.1	835.0
	"Grant County, WV"	"54023"	1364	117452	1161.3	764.0	721.8	806.1
	"Greenbrier County, WV"	"54025"	4885	353724	1381.0	928.8	901.7	955.9
	"Hampshire County, WV"	"54027"	2641	235060	1123.5	854.3	820.5	888.1
	"Hancock County, WV"	"54029"	4209	298712	1409.0	921.2	892.1	950.4
	"Hardy County, WV"	"54031"	1500	138655	1081.8	821.9	779.0	864.7
	"Harrison County, WV"	"54033"	8669	685144	1265.3	935.0	914.8	955.1
	"Jackson County, WV"	"54035"	3495	290637	1202.5	878.5	848.6	908.3
	"Jefferson County, WV"	"54037"	4646	556158	835.4	798.1	774.6	821.7
	"Kanawha County, WV"	"54039"	25092	1875499	1337.9	983.2	970.7	995.8
	"Lewis County, WV"	"54041"	2274	162939	1395.6	1024.3	981.1	1067.6
	"Lincoln County, WV"	"54043"	2763	212497	1300.3	1094.2	1052.0	1136.4
	"Logan County, WV"	"54045"	5390	346661	1554.8	1240.7	1206.6	1274.9
	"McDowell County, WV"	"54047"	3500	199771	1752.0	1319.6	1274.0	1365.1
	"Marion County, WV"	"54049"	6805	565322	1203.7	877.4	856.1	898.8
	"Marshall County, WV"	"54051"	4059	319733	1269.5	875.8	848.0	903.6
	"Mason County, WV"	"54053"	3521	269840	1304.8	974.4	941.2	1007.5
	"Mercer County, WV"	"54055"	9011	610295	1476.5	1065.5	1042.6	1088.4
	"Mineral County, WV"	"54057"	3271	275534	1187.1	888.7	857.4	920.0
	"Mingo County, WV"	"54059"	3630	252396	1438.2	1240.4	1198.8	1282.1
	"Monongalia County, WV"	"54061"	6837	1026706	665.9	745.5	727.5	763.5
	"Monroe County, WV"	"54063"	1766	134397	1314.0	867.5	825.1	909.9
	"Morgan County, WV"	"54065"	2172	176011	1234.0	872.1	833.9	910.4
	"Nicholas County, WV"	"54067"	3346	255808	1308.0	984.6	950.0	1019.1
	"Ohio County, WV"	"54069"	5869	430602	1363.0	876.8	853.2	900.4
	"Pendleton County, WV"	"54071"	971	73018	1329.8	730.9	681.1	780.8
	"Pleasants County, WV"	"54073"	950	75766	1253.9	953.4	891.7	1015.0
	"Pocahontas County, WV"	"54075"	1061	85753	1237.3	828.9	776.2	881.5
	"Preston County, WV"	"54077"	3626	337370	1074.8	837.4	809.6	865.2
	"Putnam County, WV"	"54079"	5783	565062	1023.4	871.3	848.4	894.2
	"Raleigh County, WV"	"54081"	10412	770829	1350.8	1034.8	1014.4	1055.3
	"Randolph County, WV"	"54083"	3599	291533	1234.5	870.1	840.8	899.5
	"Ritchie County, WV"	"54085"	1210	99970	1210.4	852.6	802.8	902.3
	"Roane County, WV"	"54087"	1978	144094	1372.7	993.9	948.4	1039.3
	"Summers County, WV"	"54089"	1968	132948	1480.3	967.4	922.7	1012.2
	"Taylor County, WV"	"54091"	1951	169102	1153.7	853.9	815.1	892.6
	"Tucker County, WV"	"54093"	913	69653	1310.8	841.3	784.1	898.4
	"Tyler County, WV"	"54095"	1211	89538	1352.5	914.1	860.8	967.5
	"Upshur County, WV"	"54097"	2666	244921	1088.5	836.3	803.8	868.7
	"Wayne County, WV"	"54099"	5033	409816	1228.1	928.4	902.1	954.7
	"Webster County, WV"	"54101"	1233	87239	1413.4	983.4	926.1	1040.7
	"Wetzel County, WV"	"54103"	2217	158776	1396.3	935.1	894.8	975.4
	"Wirt County, WV"	"54105"	611	58203	1049.8	861.3	789.7	932.8
	"Wood County, WV"	"54107"	10725	858503	1249.3	927.8	909.8	945.8
	"Wyoming County, WV"	"54109"	3260	222409	1465.8	1185.2	1143.0	1227.3
	"Adams County, WI"	"55001"	2704	203740	1327.2	792.7	760.4	825.0
	"Ashland County, WI"	"55003"	1888	158629	1190.2	881.4	840.5	922.3
	"Barron County, WI"	"55005"	5138	455251	1128.6	741.4	720.5	762.3
	"Bayfield County, WI"	"55007"	1590	150307	1057.8	678.4	642.6	714.2
	"Brown County, WI"	"55009"	19240	2572798	747.8	693.1	683.2	703.0
	"Buffalo County, WI"	"55011"	1374	132618	1036.1	692.6	654.8	730.3
	"Burnett County, WI"	"55013"	1816	153534	1182.8	698.4	663.5	733.4
	"Calumet County, WI"	"55015"	3713	496833	747.3	702.6	679.7	725.4
	"Chippewa County, WI"	"55017"	5757	634493	907.3	710.0	691.3	728.7
	"Clark County, WI"	"55019"	3397	346069	981.6	731.1	705.8	756.4
	"Columbia County, WI"	"55021"	5373	569357	943.7	749.5	729.1	769.9
	"Crawford County, WI"	"55023"	1755	164055	1069.8	706.6	672.1	741.1
	"Dane County, WI"	"55025"	31995	5194169	616.0	621.3	614.3	628.2
	"Dodge County, WI"	"55027"	8993	882795	1018.7	751.4	735.5	767.3
	"Door County, WI"	"55029"	3337	276986	1204.8	651.2	627.5	675.0
	"Douglas County, WI"	"55031"	4217	436386	966.3	756.8	733.5	780.1
	"Dunn County, WI"	"55033"	3317	444720	745.9	650.3	627.6	673.0
	"Eau Claire County, WI"	"55035"	8332	1020215	816.7	713.7	698.1	729.3
	"Florence County, WI"	"55037"	611	44253	1380.7	818.3	748.7	887.9
	"Fond du Lac County, WI"	"55039"	9553	1022246	934.5	684.3	670.3	698.4
	"Forest County, WI"	"55041"	1184	91085	1299.9	863.8	812.2	915.5
	"Grant County, WI"	"55043"	5007	515859	970.6	723.7	703.1	744.3
	"Green County, WI"	"55045"	3432	369796	928.1	684.3	660.9	707.8
	"Green Lake County, WI"	"55047"	2291	189145	1211.2	766.2	733.5	798.9
	"Iowa County, WI"	"55049"	2059	237298	867.7	677.5	647.6	707.4
	"Iron County, WI"	"55051"	899	58101	1547.3	749.2	692.9	805.4
	"Jackson County, WI"	"55053"	2079	205561	1011.4	769.5	735.9	803.2
	"Jefferson County, WI"	"55055"	6730	844945	796.5	684.6	668.1	701.2
	"Juneau County, WI"	"55057"	2974	265337	1120.8	803.5	773.9	833.1
	"Kenosha County, WI"	"55059"	14175	1681472	843.0	800.9	787.5	814.3
	"Kewaunee County, WI"	"55061"	1829	204769	893.2	587.9	560.0	615.8
	"La Crosse County, WI"	"55063"	9923	1172249	846.5	694.8	680.8	708.8
	"Lafayette County, WI"	"55065"	1392	167776	829.7	620.4	587.0	653.7
	"Langlade County, WI"	"55067"	2319	194455	1192.6	724.8	693.6	755.9
	"Lincoln County, WI"	"55069"	3339	281916	1184.4	758.4	731.8	785.0
	"Manitowoc County, WI"	"55071"	8618	800475	1076.6	726.4	710.5	742.2
	"Marathon County, WI"	"55073"	11996	1352717	886.8	683.0	670.5	695.4
	"Marinette County, WI"	"55075"	5176	410345	1261.4	767.5	745.6	789.5
	"Marquette County, WI"	"55077"	1832	152732	1199.5	761.1	724.4	797.8
	"Menominee County, WI"	"55078"	429	44694	959.9	1043.3	939.6	1147.0
	"Milwaukee County, WI"	"55079"	82758	9523096	869.0	818.0	812.3	823.7
	"Monroe County, WI"	"55081"	4216	454601	927.4	761.3	737.9	784.6
	"Oconto County, WI"	"55083"	3611	375483	961.7	728.3	703.9	752.6
	"Oneida County, WI"	"55085"	4551	356252	1277.5	747.4	724.5	770.4
	"Outagamie County, WI"	"55087"	13638	1824855	747.3	689.8	678.1	701.5
	"Ozaukee County, WI"	"55089"	7604	877271	866.8	614.6	600.4	628.8
	"Pepin County, WI"	"55091"	726	73393	989.2	624.2	577.0	671.4
	"Pierce County, WI"	"55093"	2682	413966	647.9	644.1	619.3	668.9
	"Polk County, WI"	"55095"	4397	436521	1007.3	726.5	704.5	748.6
	"Portage County, WI"	"55097"	5271	704441	748.3	638.9	621.3	656.4
	"Price County, WI"	"55099"	1808	136851	1321.1	755.5	718.3	792.7
	"Racine County, WI"	"55101"	17825	1954983	911.8	762.6	751.2	774.0
	"Richland County, WI"	"55103"	1854	176317	1051.5	655.5	624.0	687.0
	"Rock County, WI"	"55105"	14943	1614628	925.5	776.8	764.2	789.5
	"Rusk County, WI"	"55107"	1848	143147	1291.0	777.4	740.0	814.8
	"St. Croix County, WI"	"55109"	5825	871824	668.1	689.7	671.7	707.7
	"Sauk County, WI"	"55111"	6257	633667	987.4	731.6	713.0	750.1
	"Sawyer County, WI"	"55113"	2082	164894	1262.6	829.1	790.9	867.2
	"Shawano County, WI"	"55115"	4654	413528	1125.4	749.9	727.7	772.1
	"Sheboygan County, WI"	"55117"	11008	1153013	954.7	722.5	708.7	736.3
	"Taylor County, WI"	"55119"	1830	204956	892.9	602.4	573.9	630.9
	"Trempealeau County, WI"	"55121"	2823	293951	960.4	709.3	682.5	736.1
	"Vernon County, WI"	"55123"	2930	304364	962.7	671.6	646.5	696.7
	"Vilas County, WI"	"55125"	2957	215614	1371.4	743.3	713.2	773.4
	"Walworth County, WI"	"55127"	9249	1030913	897.2	743.1	727.6	758.5
	"Washburn County, WI"	"55129"	2075	157585	1316.7	795.0	758.6	831.4
	"Washington County, WI"	"55131"	11026	1337722	824.2	652.8	640.4	665.2
	"Waukesha County, WI"	"55133"	33259	3964677	838.9	627.8	620.9	634.7
	"Waupaca County, WI"	"55135"	7148	518395	1378.9	856.1	835.4	876.9
	"Waushara County, WI"	"55137"	2776	243310	1140.9	714.9	687.1	742.6
	"Winnebago County, WI"	"55139"	14765	1695312	870.9	707.5	695.9	719.1
	"Wood County, WI"	"55141"	7873	737247	1067.9	707.2	691.0	723.5
	"Albany County, WY"	"56001"	1920	377722	508.3	645.0	615.5	674.6
	"Big Horn County, WY"	"56003"	1384	118749	1165.5	847.3	801.2	893.5
	"Campbell County, WY"	"56005"	2455	473867	518.1	799.0	764.4	833.6
	"Carbon County, WY"	"56007"	1321	155190	851.2	789.9	746.3	833.5
	"Converse County, WY"	"56009"	1213	139704	868.3	787.2	742.1	832.3
	"Crook County, WY"	"56011"	623	73133	851.9	655.0	601.8	708.3
	"Fremont County, WY"	"56013"	4229	402665	1050.3	903.7	875.7	931.7
	"Goshen County, WY"	"56015"	1438	134285	1070.9	696.4	659.0	733.9
	"Hot Springs County, WY"	"56017"	710	47180	1504.9	906.1	833.8	978.4
	"Johnson County, WY"	"56019"	924	85479	1081.0	711.1	663.3	758.9
	"Laramie County, WY"	"56021"	8014	963159	832.1	751.0	734.3	767.7
	"Lincoln County, WY"	"56023"	1286	187430	686.1	653.8	617.1	690.6
	"Natrona County, WY"	"56025"	7041	794771	885.9	809.6	790.4	828.9
	"Niobrara County, WY"	"56027"	267	24598	1085.5	734.9	643.7	826.0
	"Park County, WY"	"56029"	2754	290382	948.4	650.1	624.8	675.4
	"Platte County, WY"	"56031"	1001	86796	1153.3	751.6	702.2	801.0
	"Sheridan County, WY"	"56033"	3119	298944	1043.3	763.1	735.4	790.7
	"Sublette County, WY"	"56035"	540	99970	540.2	539.6	492.8	586.3
	"Sweetwater County, WY"	"56037"	2850	441214	645.9	796.9	766.4	827.4
	"Teton County, WY"	"56039"	881	225841	390.1	432.2	402.8	461.6
	"Uinta County, WY"	"56041"	1419	207713	683.2	767.9	726.4	809.5
	"Washakie County, WY"	"56043"	861	82586	1042.5	704.2	655.5	753.0
	"Weston County, WY"	"56045"	697	71048	981.0	690.9	637.8	744.0
"Total"			26715007	3194909858	836.2	730.4	730.1	730.7
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"Year/Month: 2010; 2011; 2012; 2013; 2014; 2015; 2016; 2017; 2018; 2019"
"Group By: County"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Standard Population: 2000 U.S. Std. Population"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Nov 24, 2023 3:38:01 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on Nov 24, 2023 3:38:01 PM"
"---"
Messages:
"1. Rows with zero Deaths are hidden, but the Population values in those rows are included in the totals. Use Quick Options above"
"to show zero rows."
"2. Rows with suppressed Deaths are hidden, but the Deaths and Population values in those rows are included in the totals. Use"
"Quick Options above to show suppressed rows."
"---"
Footnotes:
"1. Data are not available for this area for all of the requested years. See Caveats below for more information."
"2. Data discontinuity due to county line boundary changes in requested years. See Caveats below for more information."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Data for Prince of Wales-Hyder Census Area, AK (FIPS code 02198), Hoonah-Angoon Census Area, AK (FIPS code 02105), Skagway"
"Municipality, AK (FIPS code 02230), Petersburg Borough/Census Area, AK (FIPS code 02195) and Wrangell City and Borough, AK (FIPS"
"code 02275) are only available for 2014 and later; for computational purposes, counts and population estimates for 2013 and"
"earlier are set to zero. Thus, counts and rates shown in multi-year requests for this entity do not include any data for years"
"before 2014, only data for 2014 and later. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Alaska2014."
"3. Data for Prince of Wales-Outer Ketchikan Census Area, AK (FIPS code 02201), Skagway-Hoonah-Angoon Census Area, AK (FIPS code"
"02232) and Wrangell-Petersburg Census Area, AK (FIPS code 02280) are only available for 2013 and earlier; for computational"
"purposes, counts and population estimates for 2014 and later are set to zero. Thus, counts and rates shown in multi-year"
"requests for this entity do not include any data for years after 2013, only data for 2013 and earlier. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Alaska2014."
"4. Data for Bedford city, Va. (FIPS code 51515) are only available for 2013 and earlier; for computational purposes, counts and"
"population estimates for 2014 and later are set to zero. Thus, counts and rates shown in multi-year requests for this entity do"
"not include any data for years after 2014, only data for 2013 and earlier. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Bedford."
"5. There is a discontinuity in the mortality and population data for Bedford County (FIPS code 51019) between years 2013 and"
"2014. The discontinuity occurs because Bedford City, Virginia (FIPS code 51515), formerly an independent city, merged with"
"Bedford County (FIPS code 51019) on July 1, 2013. Beginning in 2014, deaths and population counts for Bedford City, Virginia"
"(FIPS code 51515) are included in Bedford County (FIPS code 51019)."
"6. Death rates for Clifton Forge city, Virginia (FIPS code 51560) are available only for 1999-2000. For 2001 and beyond, death"
"counts and population estimates for Clifton Forge city have been combined with those for Alleghany county, Virginia (FIPS code"
"51005). Death counts and population estimates for this entity from multi-year requests, only reflect data from 1999 and 2000;"
"for 2001 and beyond they have been set to zero. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Clifton Forge."
"7. Deaths and population estimates are shown separately from the adjacent counties for Carson City, Nevada (FIPS code 32510)."
"8. Deaths and population estimates are reported separately for Baltimore City (FIPS code 24510) and Baltimore county (FIPS code"
"24005)."
"9. Deaths and population estimates are reported separately for St. Louis City (FIPS code 29510) and county (FIPS code 29189)."
"10. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality."
"11. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"12. The populations used to calculate standard age-adjusted rates are documented here: More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2000 Standard Population."
"13. The method used to calculate age-adjusted rates is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Age-Adjusted Rates."
"14. Deaths for persons of unknown age are included in counts and crude rates, but are not included in age-adjusted rates."
"15. The method used to calculate 95% confidence intervals is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Confidence-Intervals."
"16. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
